"BehaviorSpace results (NetLogo 6.2.2)"
"escenarios.nlogo"
"experiment_1"
"06/24/2022 17:21:39:166 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","pasosmax","angulomax","[step]","restoverde","restoalimento","tiempo"
"4388","5","90","32","46","117","32"
"4387","5","90","38","41","106","38"
"4389","5","90","30","46","95","30"
"4390","5","90","34","41","97","34"
"4391","5","90","34","45","137","34"
"4392","5","90","32","32","76","32"
"4393","5","90","26","28","58","26"
"4395","5","90","26","48","134","26"
"4396","5","90","28","35","88","28"
"4394","5","90","28","38","94","28"
"4398","5","90","28","39","99","28"
"4397","5","90","32","40","113","32"
"4399","5","90","30","41","106","30"
"4400","5","90","26","37","104","26"
"4401","5","90","28","40","121","28"
"4402","5","90","34","37","102","34"
"4403","5","90","26","45","123","26"
"4404","5","90","32","44","96","32"
"4405","5","90","28","46","131","28"
"4406","5","90","30","45","122","30"
"4408","5","90","30","33","77","30"
"4407","5","90","34","45","125","34"
"4409","5","90","32","48","114","32"
"4410","5","90","26","38","112","26"
"4411","5","90","32","35","82","32"
"4412","5","90","30","33","80","30"
"4413","5","90","30","40","92","30"
"4414","5","90","28","31","78","28"
"4415","5","90","28","42","113","28"
"4416","5","90","32","43","115","32"
"4417","5","90","30","40","101","30"
"4418","5","90","26","43","128","26"
"4419","5","90","32","49","149","32"
"4421","5","90","30","51","140","30"
"4420","5","90","26","39","127","26"
"4422","5","90","30","38","98","30"
"4423","5","90","28","39","95","28"
"4424","5","90","28","29","78","28"
"4425","5","90","32","35","85","32"
"4426","5","90","32","42","107","32"
"4427","5","90","32","30","62","32"
"4428","5","90","30","40","100","30"
"4429","5","90","28","34","73","28"
"4430","5","90","30","36","71","30"
"4433","5","90","30","37","73","30"
"4432","5","90","30","42","139","30"
"4431","5","90","38","29","76","38"
"4434","5","90","30","41","107","30"
"4435","5","90","28","40","103","28"
"4436","5","90","26","46","114","26"
"4438","5","90","34","49","120","34"
"4437","5","90","28","52","126","28"
"4439","5","90","28","43","102","28"
"4441","5","90","32","47","117","32"
"4440","5","90","32","40","101","32"
"4442","5","90","28","30","74","28"
"4444","5","90","26","47","112","26"
"4443","5","90","30","38","87","30"
"4445","5","90","32","48","132","32"
"4447","5","90","30","41","117","30"
"4448","5","90","30","32","87","30"
"4446","5","90","32","32","75","32"
"4449","5","90","30","45","123","30"
"4450","5","90","32","38","74","32"
"4451","5","90","30","38","105","30"
"4452","5","90","28","46","127","28"
"4454","5","90","28","47","119","28"
"4453","5","90","32","40","105","32"
"4458","5","90","26","39","107","26"
"4455","5","90","30","48","144","30"
"4457","5","90","28","33","95","28"
"4456","5","90","30","45","117","30"
"4459","5","90","32","38","88","32"
"4460","5","90","34","37","104","34"
"4461","5","90","28","49","118","28"
"4463","5","90","28","39","110","28"
"4462","5","90","32","41","101","32"
"4465","5","90","26","35","105","26"
"4464","5","90","30","46","127","30"
"4466","5","90","30","36","97","30"
"4467","5","90","32","47","115","32"
"4468","5","90","26","38","82","26"
"4469","5","90","28","45","142","28"
"4470","5","90","30","40","90","30"
"4471","5","90","26","35","84","26"
"4472","5","90","28","39","105","28"
"4473","5","90","28","43","113","28"
"4475","5","90","26","52","123","26"
"4474","5","90","28","39","101","28"
"4476","5","90","30","39","93","30"
"4477","5","90","30","42","108","30"
"4478","5","90","28","44","114","28"
"4479","5","90","30","44","88","30"
"4480","5","90","30","39","82","30"
"4481","5","90","30","40","103","30"
"4482","5","90","32","38","86","32"
"4484","5","90","28","36","91","28"
"4483","5","90","36","42","82","36"
"4485","5","90","28","34","88","28"
"4486","5","90","30","36","73","30"
"4487","5","90","32","38","98","32"
"4489","5","90","28","49","124","28"
"4488","5","90","32","28","67","32"
"4490","5","90","28","45","129","28"
"4491","5","90","28","32","92","28"
"4493","5","90","28","35","88","28"
"4494","5","90","34","45","101","34"
"4492","5","90","26","35","87","26"
"4496","5","90","30","39","109","30"
"4495","5","90","30","45","125","30"
"4497","5","90","30","42","116","30"
"4498","5","90","32","41","120","32"
"4499","5","90","30","43","105","30"
"4500","5","90","28","31","87","28"
"4501","5","90","26","38","96","26"
"4503","5","90","28","46","142","28"
"4502","5","90","28","47","121","28"
"4506","5","90","32","35","113","32"
"4504","5","90","34","39","78","34"
"4505","5","90","30","52","128","30"
"4507","5","90","26","42","121","26"
"4508","5","90","32","40","99","32"
"4509","5","90","34","42","95","34"
"4510","5","90","30","43","113","30"
"4512","5","90","32","40","108","32"
"4513","5","90","30","36","96","30"
"4511","5","90","36","34","69","36"
"4514","5","90","34","50","131","34"
"4516","5","90","30","42","97","30"
"4515","5","90","28","40","91","28"
"4517","5","90","30","44","114","30"
"4518","5","90","24","47","123","24"
"4519","5","90","34","33","81","34"
"4520","5","90","30","43","91","30"
"4522","5","90","28","34","74","28"
"4521","5","90","30","40","109","30"
"4523","5","90","30","38","86","30"
"4524","5","90","26","46","98","26"
"4525","5","90","32","36","83","32"
"4526","5","90","32","26","78","32"
"4527","5","90","28","47","124","28"
"4528","5","90","28","42","100","28"
"4529","5","90","30","45","111","30"
"4532","5","90","30","38","113","30"
"4531","5","90","28","34","94","28"
"4530","5","90","32","33","83","32"
"4533","5","90","28","32","75","28"
"4534","5","90","30","41","96","30"
"4536","5","90","26","45","110","26"
"4535","5","90","30","48","114","30"
"4537","5","90","36","38","85","36"
"4541","5","90","30","41","99","30"
"4538","5","90","36","37","93","36"
"4539","5","90","30","31","64","30"
"4540","5","90","26","32","73","26"
"4542","5","90","28","55","122","28"
"4543","5","90","28","39","96","28"
"4544","5","90","30","38","90","30"
"4545","5","90","28","28","73","28"
"4546","5","90","30","42","118","30"
"4547","5","90","28","39","108","28"
"4549","5","90","30","41","118","30"
"4548","5","90","34","27","62","34"
"4550","5","90","26","24","51","26"
"4552","5","90","28","39","93","28"
"4551","5","90","30","39","122","30"
"4553","5","90","30","39","90","30"
"4554","5","90","30","43","107","30"
"4555","5","90","26","32","70","26"
"4557","5","90","28","52","159","28"
"4556","5","90","28","46","111","28"
"4558","5","90","28","34","90","28"
"4559","5","90","32","39","81","32"
"4560","5","90","28","44","120","28"
"4562","5","90","32","37","96","32"
"4561","5","90","30","43","102","30"
"4563","5","90","26","39","86","26"
"4566","5","90","28","40","100","28"
"4564","5","90","30","47","128","30"
"4567","5","90","28","38","109","28"
"4565","5","90","32","40","94","32"
"4568","5","90","30","37","98","30"
"4570","5","90","26","50","147","26"
"4571","5","90","28","45","113","28"
"4569","5","90","28","36","83","28"
"4573","5","90","38","34","81","38"
"4574","5","90","28","40","99","28"
"4576","5","90","30","35","104","30"
"4572","5","90","26","44","115","26"
"4578","5","90","30","43","88","30"
"4577","5","90","28","39","96","28"
"4579","5","90","26","41","115","26"
"4580","5","90","28","46","104","28"
"4581","5","90","38","47","141","38"
"4575","5","90","30","57","149","30"
"4583","5","90","30","35","71","30"
"4582","5","90","30","45","98","30"
"4586","5","90","28","44","117","28"
"4585","5","90","34","36","79","34"
"4584","5","90","30","34","80","30"
"4587","5","90","38","46","117","38"
"4590","5","90","28","49","112","28"
"4589","5","90","34","34","86","34"
"4588","5","90","28","57","163","28"
"4592","5","90","28","39","119","28"
"4591","5","90","30","40","101","30"
"4594","5","90","30","31","77","30"
"4593","5","90","30","28","62","30"
"4595","5","90","30","41","97","30"
"4596","5","90","30","44","101","30"
"4598","5","90","34","42","118","34"
"4599","5","90","28","49","124","28"
"4600","5","90","28","51","121","28"
"4601","5","90","30","40","102","30"
"4602","5","90","28","35","86","28"
"4597","5","90","28","39","93","28"
"4603","5","90","32","38","109","32"
"4604","5","90","30","43","91","30"
"4605","5","90","26","42","115","26"
"4606","5","90","28","31","78","28"
"4607","5","90","30","34","72","30"
"4608","5","90","30","39","106","30"
"4609","5","90","30","42","107","30"
"4610","5","90","28","38","91","28"
"4612","5","90","30","36","101","30"
"4611","5","90","28","46","131","28"
"4613","5","90","30","39","93","30"
"4614","5","90","28","43","97","28"
"4616","5","90","28","38","75","28"
"4615","5","90","32","37","92","32"
"4617","5","90","32","40","107","32"
"4618","5","90","30","34","69","30"
"4619","5","90","28","46","126","28"
"4621","5","90","28","41","101","28"
"4620","5","90","30","50","125","30"
"4622","5","90","32","43","102","32"
"4623","5","90","28","43","98","28"
"4624","5","90","30","37","92","30"
"4625","5","90","28","41","105","28"
"4627","5","90","28","42","124","28"
"4628","5","90","28","41","110","28"
"4626","5","90","32","38","86","32"
"4630","5","90","28","31","70","28"
"4629","5","90","30","32","83","30"
"4631","5","90","30","40","93","30"
"4632","5","90","30","41","108","30"
"4633","5","90","30","39","88","30"
"4634","5","90","28","35","79","28"
"4635","5","90","30","42","105","30"
"4637","5","90","30","32","67","30"
"4638","5","90","30","48","119","30"
"4636","5","90","30","38","88","30"
"4639","5","90","26","31","73","26"
"4640","5","90","30","33","90","30"
"4641","5","90","28","49","117","28"
"4642","5","90","28","36","86","28"
"4643","5","90","34","42","127","34"
"4644","5","90","30","45","114","30"
"4645","5","90","36","35","96","36"
"4647","5","90","28","48","115","28"
"4646","5","90","30","28","61","30"
"4648","5","90","30","34","98","30"
"4649","5","90","30","38","81","30"
"4650","5","90","30","40","84","30"
"4651","5","90","28","39","85","28"
"4652","5","90","34","38","88","34"
"4654","5","90","30","29","99","30"
"4653","5","90","34","42","108","34"
"4655","5","90","30","38","83","30"
"4656","5","90","30","35","104","30"
"4657","5","90","28","50","136","28"
"4658","5","90","28","43","143","28"
"4659","5","90","26","48","111","26"
"4660","5","90","30","40","80","30"
"4661","5","90","30","40","105","30"
"4662","5","90","34","23","44","34"
"4663","5","90","30","33","96","30"
"4664","5","90","38","46","101","38"
"4665","5","90","26","30","83","26"
"4667","5","90","32","38","110","32"
"4666","5","90","30","38","90","30"
"4668","5","90","32","46","108","32"
"4669","5","90","28","37","93","28"
"4670","5","90","42","42","104","42"
"4672","5","90","30","38","88","30"
"4671","5","90","32","35","87","32"
"4673","5","90","28","41","120","28"
"4674","5","90","26","29","65","26"
"4675","5","90","36","52","110","36"
"4676","5","90","28","42","94","28"
"4677","5","90","30","47","121","30"
"4678","5","90","30","41","77","30"
"4679","5","90","30","39","123","30"
"4682","5","90","30","44","113","30"
"4681","5","90","30","38","103","30"
"4683","5","90","30","31","78","30"
"4684","5","90","34","45","116","34"
"4680","5","90","28","50","141","28"
"4685","5","90","30","48","132","30"
"4687","5","90","28","44","123","28"
"4686","5","90","30","42","107","30"
"4688","5","90","32","40","100","32"
"4689","5","90","30","36","83","30"
"4690","5","90","28","48","115","28"
"4691","5","90","36","37","84","36"
"4693","5","90","28","52","109","28"
"4696","5","90","28","53","156","28"
"4694","5","90","28","42","115","28"
"4695","5","90","28","44","125","28"
"4697","5","90","32","39","101","32"
"4698","5","90","28","40","94","28"
"4692","5","90","28","37","104","28"
"4700","5","90","30","43","130","30"
"4699","5","90","36","34","78","36"
"4701","5","90","32","40","88","32"
"4703","5","90","30","47","106","30"
"4702","5","90","38","50","119","38"
"4704","5","90","30","36","88","30"
"4705","5","90","34","42","102","34"
"4706","5","90","28","40","90","28"
"4707","5","90","34","32","82","34"
"4708","5","90","32","38","86","32"
"4709","5","90","28","37","90","28"
"4710","5","90","28","39","96","28"
"4711","5","90","26","44","89","26"
"4712","5","90","30","47","117","30"
"4713","5","90","30","45","147","30"
"4715","5","90","30","40","96","30"
"4716","5","90","30","35","93","30"
"4714","5","90","30","34","67","30"
"4717","5","90","28","38","93","28"
"4718","5","90","30","40","100","30"
"4719","5","90","28","28","81","28"
"4722","5","90","28","36","98","28"
"4721","5","90","28","38","79","28"
"4720","5","90","32","36","89","32"
"4723","5","90","30","33","89","30"
"4724","5","90","28","42","95","28"
"4725","5","90","28","28","77","28"
"4726","5","90","26","50","127","26"
"4727","5","90","28","36","79","28"
"4728","5","90","28","53","136","28"
"4729","5","90","32","41","106","32"
"4731","5","90","28","49","132","28"
"4730","5","90","30","35","90","30"
"4733","5","90","26","45","110","26"
"4732","5","90","32","36","91","32"
"4734","5","90","26","35","88","26"
"4735","5","90","28","35","99","28"
"4736","5","90","30","48","133","30"
"4738","5","90","32","34","89","32"
"4737","5","90","30","36","90","30"
"4739","5","90","30","38","97","30"
"4740","5","90","34","31","91","34"
"4741","5","90","30","35","81","30"
"4742","5","90","30","43","115","30"
"4743","5","90","28","41","124","28"
"4744","5","90","28","40","94","28"
"4745","5","90","28","34","87","28"
"4746","5","90","30","41","122","30"
"4747","5","90","34","38","94","34"
"4748","5","90","28","40","127","28"
"4749","5","90","32","36","86","32"
"4750","5","90","28","42","126","28"
"4751","5","90","28","35","81","28"
"4753","5","90","30","41","110","30"
"4752","5","90","32","52","148","32"
"4754","5","90","28","28","79","28"
"4755","5","90","30","40","88","30"
"4756","5","90","36","40","106","36"
"4758","5","90","28","40","108","28"
"4759","5","90","28","38","97","28"
"4760","5","90","28","31","94","28"
"4761","5","90","32","48","107","32"
"4757","5","90","36","40","87","36"
"4762","5","90","36","38","93","36"
"4763","5","90","28","36","78","28"
"4764","5","90","30","43","105","30"
"4765","5","90","34","49","121","34"
"4767","5","90","28","44","110","28"
"4766","5","90","32","36","106","32"
"4768","5","90","32","40","100","32"
"4770","5","90","28","36","80","28"
"4771","5","90","28","33","87","28"
"4769","5","90","32","42","102","32"
"4772","5","90","30","44","106","30"
"4773","5","90","30","39","86","30"
"4774","5","90","32","31","88","32"
"4775","5","90","30","40","107","30"
"4776","5","90","28","40","100","28"
"4777","5","90","28","39","100","28"
"4779","5","90","28","45","116","28"
"4778","5","90","32","36","103","32"
"4780","5","90","30","47","110","30"
"4782","5","90","28","42","103","28"
"4784","5","90","30","41","101","30"
"4781","5","90","36","33","71","36"
"4783","5","90","32","34","90","32"
"4785","5","90","32","43","105","32"
"4786","5","90","28","49","133","28"
"4787","5","90","28","37","86","28"
"4788","5","90","34","35","91","34"
"4789","5","90","28","43","116","28"
"4791","5","90","28","42","102","28"
"4790","5","90","44","35","71","44"
